state,lga,report_date,children_targeted,children_vaccinated,vaccination_team,campaign_phase,vaccination_coverage_pct
Ekiti,Ado-Ekiti,2025-06-26,90.0,249.0,Team D,Initial,276.7
Ekiti,Ekiti South-East,2025-06-19,53.0,497.0,Team E,Initial,937.7
Ekiti,Ekiti West,2025-06-26,417.0,205.0,Team E,Follow-up,49.2
Ekiti,Oye,2025-06-25,534.0,137.0,Team B,Initial,25.7
Ekiti,Emure,2025-06-06,438.0,78.0,Team D,Initial,17.8
Ekiti,Efon,2025-06-10,359.0,210.0,Team B,Initial,58.5
Ekiti,Ikole,2025-06-13,219.0,109.0,Team A,Follow-up,49.8
Ekiti,Ikere,2025-06-03,100.0,582.0,Team B,Initial,582.0
Ekiti,Ekiti West,2025-06-09,200.0,82.0,Team B,Initial,41.0
Ekiti,Ekiti East,2025-06-19,431.0,500.0,Team E,Initial,116.0
Ekiti,Ado-Ekiti,2025-06-03,596.0,289.0,Team E,Follow-up,48.5
Ekiti,Ado-Ekiti,2025-06-18,56.0,144.0,Team C,Initial,257.1
Ekiti,Irepodun/Ifelodun,2025-06-13,456.0,336.0,Team E,Follow-up,73.7
Ekiti,Ekiti East,2025-06-21,125.0,380.0,Team D,Initial,304.0
Ekiti,Ado-Ekiti,2025-06-14,458.0,495.0,Team C,Initial,108.1
Ekiti,Oye,2025-06-10,199.0,449.0,Team C,Initial,225.6
Ekiti,Ido-Osi,2025-05-30,329.0,420.0,Team A,Initial,127.7
Ekiti,Ekiti West,2025-06-24,507.0,186.0,Team B,Follow-up,36.7
Ekiti,Ikere,2025-06-22,544.0,247.0,Team C,Initial,45.4
Ekiti,Oye,2025-06-24,243.0,78.0,Team C,Initial,32.1
Ekiti,Ekiti South-West,2025-07-01,82.0,44.0,Team E,Initial,53.7
Ekiti,Ekiti South-West,2025-06-11,180.0,154.0,Team E,Initial,
Ekiti,Oye,2025-06-22,64.0,212.0,Team A,Initial,331.2
Ekiti,Ekiti South-East,2025-06-15,,445.0,Team D,Follow-up,100.7
Ekiti,Gbonyin,2025-06-19,362.0,120.0,Team E,Follow-up,33.1
Ekiti,Efon,2025-06-01,242.0,100.0,Team B,Initial,41.3
Ekiti,Ise/Orun,2025-06-29,193.0,406.0,Team B,Follow-up,210.4
Ekiti,Ido-Osi,2025-06-15,124.0,,Team A,Initial,
Ekiti,Emure,2025-06-21,444.0,346.0,Team B,Initial,77.9
Ekiti,Ekiti East,2025-06-06,502.0,,Team E,Follow-up,87.8
Ekiti,Oye,2025-06-30,152.0,242.0,Team A,Initial,159.2
Ekiti,Irepodun/Ifelodun,2025-07-01,267.0,322.0,Team A,Follow-up,120.6
Ekiti,Ekiti East,2025-06-11,,172.0,Team C,Initial,50.3
Ekiti,Ekiti East,2025-06-03,566.0,65.0,Team D,Follow-up,11.5
Ekiti,Ise/Orun,2025-06-15,126.0,307.0,Team B,Follow-up,243.7
Ekiti,Ise/Orun,2025-06-13,111.0,145.0,Team A,Initial,106.34668378552075
Ekiti,Moba,2025-06-22,197.0,424.0,Team C,Initial,215.2
Ekiti,Ido-Osi,2025-06-23,391.0,403.0,Team A,Initial,103.1
Ekiti,Ekiti South-East,2025-06-26,94.0,317.0,Team D,Initial,337.2
Ekiti,Efon,2025-06-25,290.0,479.0,Team D,Initial,165.2
Ekiti,Ikere,2025-06-17,405.0,378.0,Team B,Initial,93.3
Ekiti,Ado-Ekiti,2025-05-30,263.0,,Team B,Initial,43.0
Ekiti,Ikere,2025-06-06,198.0,232.0,Team A,Initial,117.2
Ekiti,Gbonyin,2025-05-31,539.0,228.0,Team D,Initial,42.3
Ekiti,Ekiti East,2025-06-25,,272.0,Team C,Initial,54.1
Ekiti,Emure,2025-06-28,531.0,415.0,Team C,Initial,78.2
Ekiti,Irepodun/Ifelodun,2025-06-29,94.0,226.0,Team D,Follow-up,240.4
Ekiti,Emure,2025-05-29,111.0,283.0,Team A,Initial,255.0
Ekiti,Ekiti South-East,2025-06-02,439.0,141.0,Team C,Initial,32.1
Ekiti,Ekiti West,2025-06-23,481.0,132.0,Team C,Initial,27.4
Ekiti,Moba,2025-07-01,400.0,84.0,Team E,Initial,21.0
Ekiti,Ikere,2025-06-27,178.0,295.0,Team C,Initial,165.7
Ekiti,Irepodun/Ifelodun,2025-06-26,264.0,268.0,Team B,Initial,101.5
Ekiti,Gbonyin,2025-06-13,336.0,484.0,Team B,Follow-up,144.0
Ekiti,Ekiti East,2025-06-04,296.0,529.0,Team E,Initial,178.7
Ekiti,Ekiti South-West,2025-06-12,275.0,538.0,Team B,Follow-up,195.6
Ekiti,Ikole,2025-06-07,352.0,494.0,Team A,Initial,140.3
Ekiti,Efon,2025-06-07,108.0,427.0,Team B,Initial,395.4
Ekiti,Moba,2025-07-01,185.0,194.0,Team C,Initial,104.9
Ekiti,Ikole,2025-06-04,99.0,,Team B,Follow-up,166.7
Ekiti,Ekiti South-West,2025-06-27,338.0,218.0,Team B,Initial,64.5
Ekiti,Ekiti West,2025-06-03,579.0,434.0,Team B,Initial,75.0
Ekiti,Irepodun/Ifelodun,2025-05-31,594.0,365.0,Team E,Initial,61.4
Ekiti,Ido-Osi,2025-05-29,432.0,137.0,Team D,Follow-up,31.7
Ekiti,Ijero,2025-06-06,61.0,107.0,Team C,Initial,175.4
Ekiti,Efon,2025-06-12,404.0,395.0,Team D,Initial,97.8
Ekiti,Ekiti East,2025-05-31,257.0,392.0,Team E,Follow-up,152.5
Ekiti,Ido-Osi,2025-06-17,99.0,355.0,Team B,Initial,358.6
Ekiti,Ekiti South-West,2025-06-06,169.0,308.0,Team E,Initial,182.2
Ekiti,Ekiti South-West,2025-06-14,322.0,257.0,Team D,Follow-up,79.8
Ekiti,Emure,2025-07-01,343.0,462.0,Team D,Follow-up,134.7
Ekiti,Ise/Orun,2025-06-25,70.0,548.0,Team D,Initial,782.9
Ekiti,Ido-Osi,2025-06-05,497.0,87.0,Team E,Initial,17.5
Ekiti,Ekiti South-West,2025-06-04,98.0,46.0,Team D,Initial,46.9
Ekiti,Efon,2025-06-02,51.0,501.0,Team C,Initial,982.4
Ekiti,Ekiti East,2025-06-17,288.0,265.0,Team B,Initial,
Ekiti,Ekiti West,2025-07-01,522.0,254.0,Team C,Follow-up,48.7
Ekiti,Ido-Osi,2025-06-10,521.0,43.0,Team E,Follow-up,8.3
Ekiti,Gbonyin,2025-06-22,358.0,224.0,Team D,Initial,62.6
Ekiti,Moba,2025-06-14,567.0,184.0,Team E,Initial,32.5
Ekiti,Gbonyin,2025-06-12,,,Team C,Follow-up,128.7
Ekiti,Ekiti West,2025-05-29,389.0,239.0,Team C,Initial,61.4
Ekiti,Moba,2025-05-29,190.0,436.0,Team E,Initial,229.5
Ekiti,Oye,2025-07-02,161.0,177.0,Team D,Initial,109.9
Ekiti,Oye,2025-06-17,182.0,90.0,Team E,Initial,49.5
Ekiti,Oye,2025-06-27,413.0,524.0,Team E,Initial,126.9
Ekiti,Moba,2025-06-15,262.0,114.0,Team E,Initial,43.5
Ekiti,Ijero,2025-06-18,67.0,151.0,Team A,Initial,225.4
Ekiti,Ikere,2025-06-13,387.0,230.0,Team A,Initial,59.4
Ekiti,Irepodun/Ifelodun,2025-06-28,93.0,182.0,Team C,Initial,195.7
Ekiti,Ikere,2025-07-01,260.0,148.0,Team C,Follow-up,56.9
Ekiti,Irepodun/Ifelodun,2025-06-13,374.0,423.0,Team D,Initial,113.1
Ekiti,Ido-Osi,2025-06-13,227.0,412.0,Team A,Initial,181.5
Ekiti,Efon,2025-05-30,113.0,213.0,Team A,Follow-up,188.5
Ekiti,Moba,2025-06-24,441.0,89.0,Team C,Initial,
Ekiti,Ijero,2025-06-17,359.0,359.0,Team E,Initial,100.0
Ekiti,Ekiti South-West,2025-06-01,204.0,560.0,Team B,Initial,274.5
Ekiti,Ekiti South-East,2025-05-30,468.0,271.0,Team B,Initial,57.9
Ekiti,Emure,2025-06-10,,432.0,Team A,Initial,427.7
Ekiti,Ikole,2025-06-29,99.0,317.0,Team B,Initial,320.2
Ekiti,Ekiti South-West,2025-06-24,268.0,120.0,Team B,Initial,44.8
Ekiti,Efon,2025-06-03,538.0,249.0,Team A,Initial,46.3
Ekiti,Ijero,2025-06-14,361.0,339.0,Team E,Initial,93.9
Ekiti,Gbonyin,2025-06-12,520.0,431.0,Team B,Initial,82.9
Ekiti,Ekiti East,2025-06-25,203.0,321.0,Team C,Follow-up,158.1
Ekiti,Ekiti South-West,2025-06-21,229.0,497.0,Team E,Initial,217.0
Ekiti,Ado-Ekiti,2025-06-12,385.0,177.0,Team E,Initial,46.0
Ekiti,Emure,2025-06-29,210.0,184.0,Team A,Initial,87.6
Ekiti,Ise/Orun,2025-05-31,71.0,576.0,Team A,Initial,811.3
Ekiti,Gbonyin,2025-06-19,460.0,226.0,Team B,Follow-up,
Ekiti,Ekiti South-East,2025-06-24,264.0,358.0,Team A,Initial,135.6
Ekiti,Ise/Orun,2025-06-21,322.0,202.0,Team C,Initial,62.7
Ekiti,Ijero,2025-06-23,166.0,122.0,Team A,Follow-up,73.5
Ekiti,Irepodun/Ifelodun,2025-06-10,209.0,439.0,Team A,Initial,210.0
Ekiti,Ise/Orun,2025-05-29,188.0,180.0,Team A,Initial,
Ekiti,Efon,2025-06-16,297.0,555.0,Team D,Initial,186.9
Ekiti,Ado-Ekiti,2025-06-30,405.0,203.0,Team C,Initial,50.1
Ekiti,Irepodun/Ifelodun,2025-06-02,439.0,367.0,Team A,Initial,83.6
Ekiti,Ekiti East,2025-06-11,366.0,358.0,Team C,Follow-up,101.14224575672743
Ekiti,Emure,2025-06-29,341.0,334.0,Team D,Initial,97.9
Ekiti,Ado-Ekiti,2025-06-10,377.0,156.0,Team C,Follow-up,41.4
Ekiti,Ekiti West,2025-06-17,594.0,244.0,Team C,Follow-up,41.1
Ekiti,Moba,2025-06-10,239.0,416.0,Team D,Initial,174.1
Ekiti,Moba,2025-06-12,424.0,526.0,Team B,Initial,124.1
Ekiti,Ikere,2025-06-27,232.0,49.0,Team A,Initial,21.1
Ekiti,Ado-Ekiti,2025-06-12,513.0,430.0,Team B,Initial,83.8
Ekiti,Ekiti East,2025-06-14,241.0,54.0,Team B,Follow-up,22.4
Ekiti,Ekiti West,2025-06-16,359.0,546.0,Team D,Initial,152.1
Ekiti,Ado-Ekiti,2025-06-04,312.0,,Team A,Follow-up,172.8
Ekiti,Ikole,2025-06-29,73.0,45.0,Team A,Initial,61.6
Ekiti,Ekiti West,2025-06-09,71.0,65.0,Team D,Follow-up,91.5
Ekiti,Ekiti East,2025-06-12,341.0,334.0,Team C,Initial,97.9
Ekiti,Ekiti South-West,2025-06-29,152.0,200.0,Team C,Initial,131.6
Ekiti,Irepodun/Ifelodun,2025-06-24,507.0,400.0,Team E,Initial,78.9
Ekiti,Moba,2025-06-01,415.0,346.0,Team B,Follow-up,83.4
Ekiti,Gbonyin,2025-06-07,351.0,,Team C,Initial,134.5
Ekiti,Ekiti South-West,2025-06-23,320.0,197.0,Team D,Initial,61.6
Ekiti,Emure,2025-06-01,578.0,165.0,Team E,Follow-up,28.5
Ekiti,Ekiti South-West,2025-06-11,241.0,295.0,Team D,Initial,122.4
Ekiti,Ekiti East,2025-05-30,378.0,432.0,Team B,Initial,114.3
Ekiti,Ido-Osi,2025-06-07,526.0,296.0,Team A,Follow-up,56.3
Ekiti,Ekiti West,2025-06-24,103.0,583.0,Team B,Initial,566.0
Ekiti,Ikole,2025-06-01,96.0,228.0,Team C,Initial,237.5
Ekiti,Emure,2025-06-01,345.0,494.0,Team D,Initial,143.2
Ekiti,Moba,2025-06-09,510.0,300.0,Team A,Follow-up,58.8
Ekiti,Ido-Osi,2025-06-23,322.0,537.0,Team A,Initial,166.8
Ekiti,Ekiti South-East,2025-06-26,59.0,326.0,Team A,Follow-up,552.5
Ekiti,Oye,2025-06-18,188.0,532.0,Team B,Initial,283.0
Ekiti,Ijero,2025-06-05,303.0,,Team E,Follow-up,118.8
Ekiti,Ise/Orun,2025-06-03,385.0,431.0,Team D,Follow-up,111.9
Ekiti,Irepodun/Ifelodun,2025-06-08,172.0,578.0,Team C,Initial,336.0
Ekiti,Emure,2025-06-19,75.0,505.0,Team C,Follow-up,673.3
Ekiti,Ikere,2025-06-10,319.0,113.0,Team C,Follow-up,105.25365887448719
Ekiti,Ikere,2025-06-09,349.0,210.0,Team B,Initial,60.2
Ekiti,Ijero,2025-07-01,96.0,225.0,Team E,Initial,234.4
Ekiti,Ise/Orun,2025-06-27,335.0,,Team E,Follow-up,111.0
Ekiti,Ikere,2025-05-31,301.0,42.0,Team C,Follow-up,14.0
Ekiti,Oye,2025-06-17,69.0,406.0,Team C,Initial,588.4
Ekiti,Efon,2025-06-22,522.0,341.0,Team C,Follow-up,65.3
Ekiti,Ikere,2025-06-21,484.0,358.0,Team C,Initial,74.0
Ekiti,Ekiti East,2025-06-19,269.0,65.0,Team D,Follow-up,24.2
Ekiti,Ekiti South-West,2025-06-26,99.0,553.0,Team E,Follow-up,558.6
Ekiti,Ikere,2025-06-08,259.0,501.0,Team C,Follow-up,
Ekiti,Oye,2025-06-04,394.0,186.0,Team D,Follow-up,47.2
Ekiti,Gbonyin,2025-05-29,220.0,74.0,Team C,Initial,33.6
Ekiti,Ekiti West,2025-06-03,320.0,149.0,Team B,Initial,46.6
Ekiti,Efon,2025-06-15,185.0,214.0,Team D,Initial,115.7
Ekiti,Ekiti South-West,2025-06-03,421.0,388.0,Team B,Initial,92.2
Ekiti,Ekiti South-East,2025-06-20,478.0,568.0,Team B,Initial,118.8
Ekiti,Ijero,2025-06-24,358.0,496.0,Team D,Initial,138.5
Ekiti,Ekiti West,2025-06-05,297.0,,Team E,Follow-up,110.8
Ekiti,Gbonyin,2025-06-11,100.0,356.0,Team C,Initial,356.0
Ekiti,Ikole,2025-06-22,217.0,564.0,Team E,Initial,259.9
Ekiti,Oye,2025-06-20,310.0,117.0,Team E,Initial,37.7
Ekiti,Ikere,2025-06-17,,414.0,Team A,Follow-up,
Ekiti,Efon,2025-06-25,110.0,486.0,Team B,Initial,441.8
Ekiti,Ijero,2025-06-03,457.0,398.0,Team B,Initial,87.1
Ekiti,Ado-Ekiti,2025-06-01,169.0,346.0,Team B,Initial,204.7
Ekiti,Irepodun/Ifelodun,2025-06-28,578.0,238.0,Team D,Initial,41.2
Ekiti,Ikole,2025-06-10,50.0,126.0,Team D,Initial,252.0
Ekiti,Ekiti East,2025-06-21,370.0,108.0,Team B,Initial,29.2
Ekiti,Irepodun/Ifelodun,2025-07-02,199.0,405.0,Team A,Initial,203.5
Ekiti,Efon,2025-06-26,303.0,319.0,Team C,Follow-up,105.3
Ekiti,Ise/Orun,2025-06-10,586.0,101.0,Team C,Initial,102.6991833107185
Ekiti,Irepodun/Ifelodun,2025-06-18,76.0,324.0,Team E,Initial,426.3
Ekiti,Ado-Ekiti,2025-06-21,,525.0,Team C,Initial,135.3
Ekiti,Ijero,2025-06-28,504.0,376.0,Team B,Follow-up,74.6
Ekiti,Oye,2025-05-30,597.0,136.0,Team B,Follow-up,22.8
Ekiti,Ekiti South-East,2025-06-24,313.0,394.0,Team E,Initial,125.9
Ekiti,Ijero,2025-06-13,327.0,278.0,Team E,Initial,85.0
Ekiti,Ekiti West,2025-06-23,68.0,256.0,Team A,Follow-up,376.5
Ekiti,Ido-Osi,2025-05-31,247.0,368.0,Team C,Initial,149.0
Ekiti,Ekiti South-West,2025-06-22,479.0,115.0,Team D,Initial,24.0
Ekiti,Ekiti West,2025-05-31,133.0,310.0,Team B,Initial,233.1
Ekiti,Ekiti East,2025-06-27,138.0,165.0,Team C,Initial,119.6
Ekiti,Ijero,2025-06-02,,572.0,Team D,Initial,104.6
Ekiti,Ekiti East,2025-06-01,90.0,128.0,Team A,Follow-up,142.2
Ekiti,Moba,2025-06-14,254.0,248.0,Team E,Follow-up,97.6
Ekiti,Irepodun/Ifelodun,2025-06-10,513.0,254.0,Team D,Follow-up,109.09653052853477
Ekiti,Emure,2025-06-02,126.0,,Team B,Initial,91.3
Ekiti,Gbonyin,2025-06-19,185.0,92.0,Team D,Initial,49.7
Ekiti,Moba,2025-06-21,576.0,355.0,Team D,Initial,61.6
Ekiti,Ekiti East,2025-06-15,55.0,455.0,Team C,Follow-up,827.3
Ekiti,Ekiti East,2025-06-19,291.0,105.0,Team B,Follow-up,36.1
Ekiti,Gbonyin,2025-05-31,456.0,176.0,Team C,Follow-up,38.6
Ekiti,Ikole,2025-06-14,315.0,185.0,Team D,Initial,58.7
Ekiti,Ekiti South-East,2025-06-18,474.0,309.0,Team A,Initial,65.2
Ekiti,Ikole,2025-06-15,183.0,121.0,Team A,Initial,66.1
Ekiti,Ekiti East,2025-06-17,214.0,553.0,Team C,Initial,258.4
Ekiti,Ado-Ekiti,2025-05-29,424.0,208.0,Team E,Follow-up,49.1
Ekiti,Ado-Ekiti,2025-06-02,587.0,246.0,Team B,Initial,41.9
Ekiti,Ekiti West,2025-05-30,585.0,497.0,Team B,Initial,85.0
Ekiti,Ekiti East,2025-06-12,128.0,556.0,Team E,Follow-up,434.4
Ekiti,Efon,2025-06-04,431.0,363.0,Team E,Initial,84.2
Ekiti,Ado-Ekiti,2025-06-28,247.0,154.0,Team E,Initial,62.3
Ekiti,Ise/Orun,2025-06-27,188.0,327.0,Team E,Follow-up,173.9
Ekiti,Oye,2025-06-22,541.0,379.0,Team C,Initial,70.1
Ekiti,Ekiti East,2025-06-14,403.0,204.0,Team A,Initial,50.6
Ekiti,Irepodun/Ifelodun,2025-06-25,249.0,289.0,Team E,Initial,116.1
Ekiti,Oye,2025-06-29,136.0,498.0,Team E,Initial,366.2
Ekiti,Efon,2025-06-06,310.0,589.0,Team C,Follow-up,190.0
Ekiti,Ijero,2025-06-29,502.0,139.0,Team C,Initial,27.7
Ekiti,Efon,2025-06-09,518.0,401.0,Team A,Initial,
Ekiti,Ekiti South-East,2025-05-29,403.0,488.0,Team A,Initial,121.1
Ekiti,Gbonyin,2025-06-17,216.0,113.0,Team E,Follow-up,52.3
Ekiti,Ado-Ekiti,2025-06-07,519.0,271.0,Team D,Follow-up,52.2
Ekiti,Ijero,2025-06-13,,549.0,Team E,Follow-up,1076.5
Ekiti,Ikole,2025-06-18,276.0,335.0,Team B,Initial,121.4
Ekiti,Moba,2025-06-18,121.0,529.0,Team C,Initial,
Ekiti,Ekiti South-East,2025-06-27,259.0,178.0,Team D,Initial,68.7
Ekiti,Emure,2025-06-21,146.0,376.0,Team D,Initial,257.5
Ekiti,Efon,2025-06-03,204.0,259.0,Team B,Initial,127.0
Ekiti,Ekiti South-East,2025-06-30,87.0,207.0,Team D,Initial,237.9
Ekiti,Irepodun/Ifelodun,2025-06-10,444.0,274.0,Team C,Follow-up,61.7
Ekiti,Ijero,2025-06-23,235.0,470.0,Team E,Initial,200.0
Ekiti,Ekiti South-West,2025-06-08,418.0,317.0,Team A,Follow-up,75.8
Ekiti,Moba,2025-06-13,469.0,396.0,Team E,Initial,84.4
Ekiti,Ise/Orun,2025-06-24,293.0,530.0,Team D,Initial,180.9
Ekiti,Gbonyin,2025-06-02,393.0,181.0,Team D,Initial,46.1
Ekiti,Emure,2025-05-31,590.0,487.0,Team E,Initial,82.5
Ekiti,Moba,2025-06-28,434.0,530.0,Team E,Follow-up,122.1
Ekiti,Ado-Ekiti,2025-07-02,372.0,368.0,Team E,Initial,98.9
Ekiti,Ijero,2025-06-18,391.0,484.0,Team A,Initial,123.8
Ekiti,Ido-Osi,2025-06-08,451.0,202.0,Team E,Initial,44.8
Ekiti,Efon,2025-06-25,150.0,401.0,Team A,Initial,267.3
Ekiti,Ikole,2025-06-04,109.0,411.0,Team C,Initial,377.1
Ekiti,Ijero,2025-06-02,394.0,172.0,Team D,Initial,43.7
Ekiti,Ado-Ekiti,2025-06-14,115.0,462.0,Team B,Follow-up,401.7
Ekiti,Efon,2025-06-03,60.0,163.0,Team B,Initial,271.7
Ekiti,Ikere,2025-06-11,60.0,220.0,Team D,Follow-up,366.7
Ekiti,Emure,2025-06-04,229.0,319.0,Team B,Initial,139.3
Ekiti,Ekiti East,2025-06-24,252.0,249.0,Team D,Follow-up,98.8
Ekiti,Ekiti East,2025-06-29,86.0,169.0,Team C,Initial,196.5
Ekiti,Ekiti East,2025-06-26,471.0,498.0,Team C,Initial,105.7
Ekiti,Oye,2025-06-09,377.0,77.0,Team D,Initial,20.4
Ekiti,Ikole,2025-06-12,219.0,496.0,Team C,Follow-up,226.5
Ekiti,Ekiti West,2025-06-06,349.0,489.0,Team B,Initial,140.1
Ekiti,Ise/Orun,2025-06-24,341.0,444.0,Team B,Follow-up,130.2
Ekiti,Irepodun/Ifelodun,2025-06-27,345.0,526.0,Team D,Initial,152.5
Ekiti,Gbonyin,2025-06-13,532.0,222.0,Team B,Follow-up,41.7
Ekiti,Oye,2025-07-02,72.0,293.0,Team A,Initial,406.9
Ekiti,Ekiti East,2025-06-05,506.0,285.0,Team D,Initial,56.3
Ekiti,Ise/Orun,2025-06-16,371.0,80.0,Team B,Initial,21.6
Ekiti,Ijero,2025-06-16,544.0,178.0,Team C,Follow-up,32.7
Ekiti,Ekiti East,2025-06-15,400.0,131.0,Team A,Follow-up,32.8
Ekiti,Moba,2025-06-15,287.0,465.0,Team D,Initial,162.0
Ekiti,Oye,2025-06-21,225.0,214.0,Team D,Follow-up,95.1
Ekiti,Ise/Orun,2025-06-14,463.0,409.0,Team C,Initial,88.3
Ekiti,Ido-Osi,2025-06-14,421.0,54.0,Team B,Follow-up,12.8
Ekiti,Ikole,2025-06-10,598.0,469.0,Team C,Initial,78.4
Ekiti,Ado-Ekiti,2025-06-26,501.0,167.0,Team D,Follow-up,33.3
Ekiti,Oye,2025-06-13,454.0,430.0,Team D,Initial,94.7
Ekiti,Ido-Osi,2025-06-09,266.0,,Team C,Initial,
Ekiti,Ido-Osi,2025-06-13,192.0,382.0,Team B,Follow-up,199.0
Ekiti,Irepodun/Ifelodun,2025-06-13,491.0,498.0,Team B,Initial,101.4
Ekiti,Emure,2025-06-07,251.0,445.0,Team C,Initial,177.3
Ekiti,Ikole,2025-06-16,496.0,249.0,Team A,Follow-up,50.2
Ekiti,Ijero,2025-06-10,436.0,,Team E,Follow-up,60.3
Ekiti,Ekiti West,2025-06-18,216.0,59.0,Team B,Initial,27.3
Ekiti,Ise/Orun,2025-06-02,447.0,499.0,Team E,Initial,111.6
Ekiti,Ekiti South-East,2025-06-23,75.0,185.0,Team B,Initial,246.7
Ekiti,Ikole,2025-06-14,86.0,497.0,Team C,Initial,577.9
Ekiti,Ekiti South-East,2025-06-13,219.0,426.0,Team C,Initial,194.5
Ekiti,Gbonyin,2025-06-30,,544.0,Team B,Follow-up,122.8
Ekiti,Irepodun/Ifelodun,2025-07-01,428.0,401.0,Team D,Initial,93.7
Ekiti,Moba,2025-06-12,201.0,76.0,Team D,Initial,37.8
Ekiti,Gbonyin,2025-06-04,328.0,69.0,Team D,Initial,21.0
Ekiti,Ikere,2025-06-27,261.0,409.0,Team A,Follow-up,156.7
Ekiti,Irepodun/Ifelodun,2025-05-31,473.0,385.0,Team E,Initial,81.4
Ekiti,Oye,2025-06-04,280.0,538.0,Team B,Follow-up,192.1
Ekiti,Ekiti South-West,2025-05-29,217.0,431.0,Team D,Initial,198.6
Ekiti,Moba,2025-06-28,158.0,558.0,Team C,Follow-up,353.2
Ekiti,Efon,2025-06-12,359.0,233.0,Team C,Initial,64.9
Ekiti,Gbonyin,2025-06-26,199.0,589.0,Team E,Initial,296.0
Ekiti,Ijero,2025-06-21,507.0,383.0,Team A,Initial,75.5
Ekiti,Moba,2025-05-31,501.0,231.0,Team D,Initial,46.1
Ekiti,Ado-Ekiti,2025-06-16,476.0,299.0,Team C,Initial,
Ekiti,Emure,2025-06-12,342.0,574.0,Team B,Initial,167.8
Ekiti,Ido-Osi,2025-06-05,223.0,543.0,Team B,Initial,243.5
Ekiti,Gbonyin,2025-06-01,469.0,332.0,Team D,Initial,70.8
Ekiti,Ikere,2025-06-10,534.0,68.0,Team E,Initial,12.7
Ekiti,Ikere,2025-06-10,79.0,490.0,Team B,Follow-up,620.3
Ekiti,Moba,2025-06-02,264.0,85.0,Team A,Initial,32.2
Ekiti,Ekiti South-East,2025-06-21,339.0,295.0,Team E,Initial,87.0
Ekiti,Moba,2025-06-30,585.0,402.0,Team D,Follow-up,68.7
Ekiti,Ekiti South-East,2025-06-09,486.0,327.0,Team D,Initial,67.3
Ekiti,Irepodun/Ifelodun,2025-06-26,431.0,244.0,Team E,Initial,56.6
Ekiti,Ikere,2025-06-14,71.0,187.0,Team A,Follow-up,263.4
Ekiti,Ido-Osi,2025-05-29,277.0,226.0,Team E,Initial,81.6
Ekiti,Efon,2025-06-04,349.0,271.0,Team D,Initial,77.7
Ekiti,Ekiti South-West,2025-06-20,388.0,58.0,Team A,Follow-up,14.9
Ekiti,Oye,2025-06-11,413.0,432.0,Team D,Initial,104.6
Ekiti,Ido-Osi,2025-05-31,432.0,554.0,Team D,Follow-up,128.2
Ekiti,Moba,2025-06-21,557.0,553.0,Team E,Initial,99.3
Ekiti,Ekiti West,2025-06-19,191.0,450.0,Team C,Follow-up,235.6
Ekiti,Ido-Osi,2025-06-07,320.0,79.0,Team D,Follow-up,24.7
Ekiti,Ido-Osi,2025-05-31,52.0,319.0,Team D,Initial,613.5
Ekiti,Ikere,2025-06-11,289.0,550.0,Team E,Initial,190.3
Ekiti,Oye,2025-06-14,316.0,413.0,Team B,Initial,130.7
Ekiti,Ekiti South-East,2025-05-31,542.0,84.0,Team E,Follow-up,15.5
Ekiti,Ikere,2025-06-11,,369.0,Team D,Initial,85.4
Ekiti,Ijero,2025-05-29,225.0,289.0,Team B,Initial,
Ekiti,Ekiti South-East,2025-06-18,240.0,236.0,Team E,Follow-up,98.3
Ekiti,Moba,2025-06-24,449.0,201.0,Team B,Initial,44.8
Ekiti,Ekiti West,2025-06-21,107.0,558.0,Team B,Follow-up,521.5
Ekiti,Ekiti South-East,2025-06-09,584.0,432.0,Team B,Follow-up,74.0
Ekiti,Oye,2025-06-17,74.0,375.0,Team D,Initial,506.8
Ekiti,Ekiti South-West,2025-06-02,501.0,120.0,Team C,Follow-up,24.0
Ekiti,Ekiti West,2025-06-11,350.0,116.0,Team A,Initial,33.1
Ekiti,Gbonyin,2025-05-31,210.0,330.0,Team C,Initial,105.34928116711912
Ekiti,Ikere,2025-06-29,158.0,409.0,Team D,Initial,258.9
Ekiti,Ekiti West,2025-06-28,284.0,471.0,Team E,Initial,165.8
Ekiti,Ado-Ekiti,2025-06-02,578.0,536.0,Team E,Follow-up,92.7
Ekiti,Ado-Ekiti,2025-06-24,109.0,256.0,Team C,Initial,234.9
Ekiti,Ijero,2025-06-04,493.0,502.0,Team C,Initial,101.8
Ekiti,Ikere,2025-06-23,153.0,403.0,Team E,Initial,263.4
Ekiti,Ekiti East,2025-06-07,104.0,144.0,Team B,Initial,138.5
Ekiti,Ise/Orun,2025-07-02,492.0,154.0,Team C,Initial,31.3
Ekiti,Irepodun/Ifelodun,2025-06-03,343.0,124.0,Team A,Follow-up,114.54083779582034
Ekiti,Ise/Orun,2025-06-08,229.0,536.0,Team E,Follow-up,234.1
Ekiti,Oye,2025-06-23,143.0,344.0,Team D,Follow-up,240.6
Ekiti,Ekiti West,2025-06-15,325.0,222.0,Team A,Initial,68.3
Ekiti,Irepodun/Ifelodun,2025-06-24,268.0,372.0,Team A,Initial,138.8
Ekiti,Ekiti South-West,2025-06-16,391.0,,Team D,Initial,36.8
Ekiti,Ikere,2025-06-17,352.0,283.0,Team B,Initial,80.4
Ekiti,Ekiti East,2025-06-24,586.0,42.0,Team C,Initial,7.2
